id,target,task_a_label
699t,"Im Bereich Forschung und Entwicklung betrachten wir seit 2015 unsere Beiträge zu den SDGs.context:['Dabei soll festgelegt werden, wie die Zielwerreichung genau kontrolliert werden wird und wer in der Organisation dafür zuständig sein wird.', 'Die Priorisierung der Themen bzw. Ziele ergibt sch zum Einen aus den Ergebnissen der aktuellen Wesentlichkeitsanalyse (siehe auch 2. Wesentlichkeit) als auch durch die Orientierung an den Sustainable Development Goals der Vereinten Nationen.', 'Eine Ausrichtung unserer Nachhaltigkeitsaktivitäten an den Sustainable Development Goals ist inhärenter Teil des CR-Managements unserer Organisation.']",class3
700t,"So gelingt es uns beispielsweise mit der Erfassung der Umweltdaten (s. Leistungsindikatoren 11-13) mittels des Kennzahlen-Tools des [ORG] seit dem Berichtsjahr 2018, diese zu systematisieren und vergleichbar darzustellen.context:['Die [ORG] bekennt sich zum Deutschen Nachhaltigkeitskodex und veröffentlicht jährlich eine DNK-Erklärung.', 'In diesem Rahmen sind 28 Leistungsindikatoren nach dem GRI-Standard SRS zu erheben, zum Beispiel bei den DNK-Kriterien 8,9,10,11-13, 14-16 und 20.', 'Die Zuverlässigkeit, Vergleichbarkeit und Konsistenz der Daten wird durch interne Prüfprozesse und den Aufbau mehrjähriger Datenreihen sichergestellt.']",class7
701t,"Dadurch wird sichergestellt, dass bei der Festlegung des Gehaltskeine Unterscheidung nach Geschlecht oder sonstigen Diversitätskriterien stattfindet.context:['Die Vergütung der [ORG] in Deutschland richtet sich nach denjeweils geltenden Tarifvereinbarungen für die verschiedenen Betriebe der Spirituosenindustrie ([ORG], [ORG]) und Erfrischungsgetränkeindustrie ([ORG]).', 'In den Tarifverträgen sind unter anderem Leistungen wie Urlaubsgeld, eine Jahressonderzuwendung und zusätzliche Freizeit für ältere Mitarbeitergeregelt.', 'Die Eingruppierung erfolgt konsequent nach dem Aufgabengebiet des Beschäftigten.']",class8
702t,"Auf dieser Basis soll ein Netzwerk aus brancheninternen Nachhaltigkeitsbeauftragten etabliert werden, die Nachhaltigkeitsprozesse verstetigen, bündeln und darüber hinaus neue Impulse geben.context:['[ORG] setzt sich auch weiterhin zum Ziel, analog zur Nachhaltigkeitsstrategie des Verbandes entsprechende Nachhaltigkeitsstrategien in den Mitgliedsunternehmen zu etablieren bzw. anzustoßen.', 'Dies ist im Berichtsjahr 2018 mit einem DNK-Modellprojekt, an dem sechs Mitgliedsunternehmen teilnahmen, gelungen (DNK-Erklärung, Nachhaltigkeits-Visitenkarte und integrierte Schulung von Mitarbeitern in den Mitgliedsunternehmen zu „Nachhaltigkeitsbeauftragten“).', 'Ziel ist in Zukunft eine flächendeckende Umsetzung des DNK-Prozesses in den Mitgliedsunternehmen bei gleichzeitiger Schulung von Mitarbeitern und dem sukzessiven Aufbau eines Nachhaltigkeitsmanagements.']",class3
703t,"Unsere Mitarbeiter sind aufgefordert, mit Arbeitsmaterialien nachhaltig und sparsam umzugehen, um durch den bewussten Umgang den Verbrauch zu reduzieren.context:['Im Jahr 2020 startet die [ORG] ein bankweites Projekt zur Weiterentwicklung nachhaltiger Aspekte.', 'Darüber hinaus ist das Thema Nachhaltigkeit und der schonende Umgang mit Ressourcen in einem Verhaltenskodex der Bank schriftlich fixiert.', 'Der verantwortungsvolle Umgang mit natürlichen Ressourcen ist uns ein wichtiges Anliegen.']",class1
704t,"Neben dem Geschäftsbericht und dem Offenlegungsbericht ist ein wesentlicher Bestandteil des Dialogs mit den Aktionären die Hauptversammlung, der auch bei virtuellen Zusammenkünften im Rahmen des rechtlich und tatsächlich Möglichen gepflegt wird.context:['Die Berichterstattung erfolgt im Einklang mit unserer Geschäftsstrategie vom Grundsatz her anlassbezogen.', 'Zum Jahresbeginn werden die Aktionäre mittels eines Aktionärsbriefs über die wesentlichen Entwicklungen informiert.', 'Im Sinne einer transparenten Kommunikation steht der Vorstand für Gespräche mit den Aktionären auch persönlich zur Verfügung.']",class9
705t,"Es werden keine Finanzprodukte in das Beratungsuniversum aufgenommen, die unangemessen hohe Nachhaltigkeitsrisiken aufweisen.context:['Risiken in Bezug auf Umweltbelange sehen wir aus unserer Geschäftstätigkeit heraus sowie ausgehend von unseren Produkten nicht.', 'Vielmehr unterstützen wir durch die Bereitstellung von – auch staatlich geförderten – Finanzierungsformen für energetisches Bauen bzw. Sanierungsmaßnahmen an Immobilien unserer Kundschaft.', 'Unsere Finanz- und Versicherungsprodukte durchlaufen einen etablierten Produktauswahlprozess.']",class12
706t,"Der Code of conduct soll von unseren freien Mitarbeitern, Partnern, Produzenten und Lieferanten unterschrieben werden.context:['Wir dulden kein rechtswiedriges Verhalten noch Korruption in der [ORG].', 'Da wir unsere Produzenten und Lieferanten sehr gut kennen und auch regelmäßig besuchen, gehen wir davon aus, dass diese sich auch an die gesetzlichen Vorgaben halten.', 'Wir möchten zum Ende des Jahres 2020 eine Code of conduct definieren, der auch diese Punkte definiert.']",class20
707t,"Die Datenqualität wird durch eine einheitliche Erfassungslösung gewährleistet.context:['Intern werden wesentliche Verbräuche (Energie, Wasser, Reisekosten) fortlaufend erfasst und in regelmäßigen Abständen, soweit möglich quartalsweise, im Normalfall aber jährlich ausgewertet.', 'Der unternehmenseigene CO2-Fußabdruck wird jährlich ermittelt.', 'Zur Reduktion der CO2-Emission werden fortlaufend Maßnahmen abgeleitet und für nicht vermeidbare CO2-Emissionen bei der [ORG] CO2-Zertifikate zur Neutralstellung erworben.']",class7
708t,"Dieses qualitative Ziel ist dauerhaft angelegt und somit zeitlich nicht begrenzt.context:['Die Achtung der Menschenrechte sowie die Verhinderung von Zwangs- und Kinderarbeit, körperlicher Bestrafung und Diskriminierung gehören zum Selbstverständnis der [ORG] und sind ein wichtiger Bestandteil des Nachhaltigkeitsmanagements.', 'Potenzielle Risiken analysiert die [ORG] regelmäßig unter Nutzung von externer Expertise sowohl im Kerngeschäft als auch im Geschäftsbetrieb und minimiert diese durch die Berücksichtigung von Nachhaltigkeitsstandards.', 'Das langfristige Ziel ist es, Risiken für Menschenrechtsverletzungen im direkten Einflussbereich zu minimieren.']",class17
709t,"Einige unserer Mitarbeiter engagieren sich in ihrer Freizeit im Ehrenamt.context:['Wir legen großen Wert auf offene und persönliche Kommunikation.', 'Mit Führungskräftetagungen, Jahresauftaktveranstaltung und regelmäßigen Gesprächen mit dem Betriebsrat schaffen wir, auch hierarchieübergreifend, aktiv den Raum für den Austausch und die Einbringung unserer Mitarbeiter.', 'Derzeit werden hierbei Nachhaltigkeitsthemen aber noch nicht explizit berücksichtigt.']",class14
710t,"Wir unterstützen damit den Ausbau des Netzes für Ladesäulen und leisten somit einen möglichen Beitrag, den Absatz von Elektrofahrzeugen zu forcieren.context:['Dies führt zu einer höheren Auslastung der Immobilien und damit zu einer größeren Energieeffizienz.', 'In Kooperation mit einem regionalen Betreiber für die Elektromobilität stellen wir an unterschiedlichen Filialstandorten in unserem Geschäftsgebiet Parkplatzflächen zur Instalation von Ladesäulen zur Verfügung.', 'Die Kooperation ist langfristig ausgelegt.']",class11
711t,"Über die Auswertung innerhalb des Tools kann jederzeit überprüft werden, wieviel Prozent unserer Mitarbeiter Schulungen bereits durchgeführt haben.context:['Verhaltenskodexe und Politiken beschreiben im Detail, welche Handlungsweisen wir von unseren Lieferanten und Mitarbeitenden erwarten.', 'Um all unsere Mitarbeitenden regelmäßig auf wichtige Themen aufmerksam zu machen, wird eine Online-Unterweisung zum Thema Umweltschutz und Nachhaltigkeit am Arbeitsplatz durchgeführt.', 'Zudem nutzen wir unser Online-Unterweisungstool [PRODUCT], um unsere Mitarbeitende über aktuell wichtige Themen zu informieren.']",class6
712t,"Die [ORG] ist daher Mitglied in den politisch aktiven Organisationen [ORG], [ORG] sowie [ORG] und wird durch diese gegenüber der Politik vertreten.context:['Jede Änderung des Rechtsrahmens hat Auswirkungen auf das konkrete tägliche Handeln der [ORG] gegenüber Leistungserbringern und Versicherten.', 'Aufgrund der Komplexität des Gesundheitswesens sind diese oft schwer zu prognostizieren (Gesetzgebungsverfahren 2020 und 2021).', 'Grundsätzlich halten wir die politische Interessenvertretung für einen natürlichen [ORG] der demokratischen Willensbildung, zumal es bei gesetzlichen Krankenkassen um die Interessen von Millionen von Beitragszahlerinnen und -zahlern geht.']",class19
713t,"In diesen werden politische Positionen diskutiert und entwickelt.context:['Legitimation', 'Zudem stehen dem Hauptamt mit den Gremien der [ORG] zahlreiche Orte des Austauschs mit relevanten Stakeholdern zur Verfügung, die Positionen der Berliner Wirtschaft diskutieren, beschließen und damit legitimieren.', 'Sieben Fachausschüsse und acht Branchenausschüsse tagen in einem festen Rhythmus.']",class19
714t,"Mit ihr adressieren wir auch Risiken i.B. auf demographischen Wandel, Fachkräftemangel und Employer Branding.context:['Kollaboration und Kooperation bilden das Fundament unserer agilen Arbeitsweise: flache Hierarchien, schnelle Entscheidungen und transparente Kommunikation.', '„Was einer nicht allein schafft, das schaffen viele“ – diese genossenschaftliche Leitidee bestimmt unser Handeln.', 'Die Personalstrategie ist bis auf Weiteres gültig.']",class14
715t,"Die Vertretung der Interessen über den [ORG] und [ORG] wird als angemessen erachtet.   context:['Der [ORG] nimmt die Interessen der [ORG] in bankpolitischen, kreditwirtschaftlichen und aufsichtsrechtlichen Fragen gegenüber den Institutionen des Bundes und der Europäischen Union wahr.', 'Darüber hinaus existiert kein eigenständiges Konzept zur politischen Einflussnahme seitens der [ORG].', 'Die [ORG] hat diesbezüglich keine wesentlichen Risiken identifiziert.']",class19
716t,"Als führender Partner für die Finanzierung von Wohnimmobilien engagiert sich die [ORG] verlässlich und umfassend für ökologischverträgliches Bauen und Wohnen.context:['Als regional verankertes Kreditinstitut begleitet die [ORG] die Menschen und Unternehmen bei der Transformation hin zu einer CO2-neutralen Kreislaufwirtschaft.', 'Um die damit verbundenen Investitionen zu ermöglichen, bieten die Förderbanken des Bundes (Kreditanstalt für Wiederaufbau – KfW) den [ORG] und Banken mit staatlicher – und auch europäischer – Unterstützung konditionsgünstige Refinanzierungen an.', 'Als [ORG] verstehen wir es als wichtigen Teil unseres öffentlichen Auftrags, für geeigneten Projekte einen Zugang zu den Förderprogrammen des Bundes und der Länder zuermöglichen.']",class10
717t,"Konkrete Ziele wurden in diesem Zusammenhang nicht gesetzt.context:['Frauen und Männer werden bei der Besetzung von offenen Stellen entsprechend ihrer persönlichen und fachlichen Eignung gleichberechtigt berücksichtigt.', 'Auch die beruflichen Leistungen von Männern und Frauen werden in gleicher Weise gefordert und gefördert.', 'Es gibt bei uns eine Vielzahl von Programmen zur Gesundheitsförderung sowie zur Förderung von Ausbildung.']",class15
718t,"Punktuell werden in diesem Zusammenhang auch Kundendialoge zu konkreten Themen, wie z. B. Mehrwertangebote bei den Girokonten, geführt.context:['Die [ORG] als öffentlich-rechtliches Kreditinstitut ist eng mit der Region und den hier lebenden Menschen verbunden.', 'Insofern ist es nur folgerichtig, im Geschäftsgebiet den Dialog zu suchen und dauerhaft beizubehalten – insbesondere mit den Bürgern, den politisch-demokratischen Institutionen, den Vereinen, der Wirtschaft – vor allem dem hier ansässigen Mittelstand.', 'Das Wissen aus diesen Gesprächen nimmt die [ORG] zum Anlass, stetig an sich, ihrer Strategie und ihren Produkten zu arbeiten.']",class9
719t,"Weitere Informationen zu Reduktionsmaßnahmen sind in Leistungsindikator 305-5 dargestellt.context:['Des Weiteren kooperieren wir mit den [ORG] für das Projekt eines Biomasseheizkraftwerks im Stadtgebiet.', 'Durch Investitionen von rund 500.000 Euro ist es der [ORG] gelungen, ihre Produktion von grüner Fernwärme aus regenerativen Energieträgern zu steigern.', 'Zudem ist es Ziel der Investition die zuverlässige und flexible Gasverwertung effektiv zu realisieren.']",class13
720t,"So konnten im Marktgebiet die Kräfte gebündelt werden, Synergien gehoben und dem Wettbewerb effizienter entgegengetreten werden.context:['Ein zentrales Nachhaltigkeitskriterium unserer Unternehmensführung ist die wirtschaftliche Stabilität des Unternehmens, um auch in Zukunft ein verlässlicher Arbeitgeber, Mitgliedsförderer und Geschäftspartner in der Region zu bleiben.', 'Um den branchenüblichen Herausforderungen des [ORG] sowie den regionalen Rahmenbedingungen zu begegnen, steht die Analyse und Planung der Ertragskraft im Fokus der Unternehmensführung.', 'Das Jahr 2019 war geprägt durch die Fusion der [ORG] mit der [ORG].']",class2
721t,"Durch den fortlaufenden Austausch mit den o.g. Anspruchsgruppen zu wirtschaftlichen, sozialen und ökologischen Fragestellungen werden fortlaufend neue Handlungsfelder identifiziert, die Eingang in die Geschäftsstrategie der Bank finden.context:['Der offene Dialog mit Anspruchsgruppen ist zudem Teil der täglichen Geschäftstätigkeit der Bank, etwa im Rahmen von Kundengesprächen oder im Austausch mit Verbund- und Kooperationspartnern.', 'Mit ihren Mitarbeitern steht die [ORG] über interne Medien (z.B. Mitarbeiterzeitung, Intranet), Veranstaltungen, regelmäßige Mitarbeitergespräche sowie anlassbezogene Mitarbeiterbefragungen im kontinuierlichen Dialog.', 'Weiterhin bilden der Betriebsrat sowie die Schwerbehindertenvertretung Organe der Mitbestimmung.']",class9
722t,"Zu unseren [ORG] pflegen wir langfristige, partnerschaftliche und möglichst regionale Beziehungen auf Basis ethisch-moralischer Grundprinzipien.context:['Mit Blick auf die ökologische Nachhaltigkeit besteht eine Herausforderung in der Planbarkeit und Stabilität der Rohstoffversorgung.', 'Auf der sozialen Seite stehen Arbeitssicherheit und Arbeitskonditionen im Fokus der Anstrengungen.', 'Beide Aspekte betreffend machen wir unsere Einflussmöglichkeiten auch entlang der Wertschöpfungskette geltend.']",class4
723t,"Hierzu bedient sich der Personalbereich, sofern erforderlich, der rechtlichen Unterstützung des Arbeitgeberverbandes.context:['Risikoanalyse von bankseitigen Veränderungen mit Wechselwirkungen auf die Belegschaft:', 'In allen Projekten ist fester Bestandteil, dass der Personalbereich zumindest eingebunden wird.', 'Die mitbestimmungsrechtlichen Aspekte sowie die allgemeinen arbeitsrechtlichen Aspekte werden durch diesen gewürdigt und ggfls. entsprechende Maßnahmen eingeleitet, z.B. Beteiligung der Mitbestimmungsgremien.']",class14
724t,"Die zunehmende Digitalisierung der Geschäftsbereiche bringt neue Bedrohungen hervor, etwa Hackerangriffe auf sensible Datencontext:['Diese Prozesse sind IT-basiert, um eine möglichst lückenlose Kontrolle zu gewährleisten.', 'Zudem sind alle Vorgänge nach dem Vier-Augen-Prinzip konzipiert.', 'Bisher ist bei [ORG] kein Korruptionsfall bekannt. Wir setzen auch in Zukunft alles daran, jegliche Art von Korruption zu unterbinden. ']",class20
725t,"Die Informationen werden zusätzlich an die Interne Revision und den Verwaltungsrat weitergeleitet.context:['Die Beauftragten wachen darüber, dass die rechtlichen und internen Regelungen u. a. hinsichtlich Geldwäsche, Terrorismusfinanzierung, Marktmanipulation, Insiderhandel und Daten- bzw. Arbeitsschutz eingehalten werden.', 'Des Weiteren unterstützen und beraten die Beauftragten den Vorstand bei der Einhaltung rechtlicher Vorgaben.', 'Die Compliance-Funktionen berichten sowohl jährlich als auch anlassbezogen an den Vorstand.']",class20
726t,"Die Schiene gehört dabei sowohl im Nah- als auch im Fernverkehr zu den umweltverträglichsten, wirtschaftlichsten und zugleich sichersten Transportwegen.context:['Potenzielle Auftraggeber von [ORG] sind also Gesellschaften, deren Investitionsmöglichkeiten auch von politischen Vorgaben beeinflusst sind.', 'In diesem Industriebereich nimmt das Thema Nachhaltigkeit einen hohen Stellenwert ein.', '[ORG] leistet einen wichtigen Beitrag zur Mobilität von Menschen und zur Beförderung von Gütern.']",class2
